country,granularity,year,population
Czechia,Total,2022,10673.213
Czechia,Male,2022,5262.083
Czechia,Female,2022,5411.131
Czechia,Rural,2022,2724.286
Czechia,Urban,2022,7908.002
Czechia,Total,2023,10809.716
Czechia,Male,2023,5330.203
Czechia,Female,2023,5479.514
Czechia,Rural,2023,2704.725
Czechia,Urban,2023,7923.744
Democratic People's Republic of Korea,Total,2019,26037.632
Democratic People's Republic of Korea,Male,2019,12830.805
Democratic People's Republic of Korea,Female,2019,13206.827
Democratic People's Republic of Korea,Rural,2019,9742.025
Democratic People's Republic of Korea,Urban,2019,15985.383
Democratic People's Republic of Korea,Total,2020,26136.312
Democratic People's Republic of Korea,Male,2020,12885.558
Democratic People's Republic of Korea,Female,2020,13250.754
Democratic People's Republic of Korea,Rural,2020,9720.959
Democratic People's Republic of Korea,Urban,2020,16119.904
Democratic People's Republic of Korea,Total,2021,26232.534
Democratic People's Republic of Korea,Male,2021,12942.57
Democratic People's Republic of Korea,Female,2021,13289.963
Democratic People's Republic of Korea,Rural,2021,9694.574
Democratic People's Republic of Korea,Urban,2021,16256.188
Democratic People's Republic of Korea,Total,2022,26328.845
Democratic People's Republic of Korea,Male,2022,13002.441
Democratic People's Republic of Korea,Female,2022,13326.404
Democratic People's Republic of Korea,Rural,2022,9662.808
Democratic People's Republic of Korea,Urban,2022,16394.046
Democratic People's Republic of Korea,Total,2023,26418.204
Democratic People's Republic of Korea,Male,2023,13058.006
Democratic People's Republic of Korea,Female,2023,13360.198
Democratic People's Republic of Korea,Rural,2023,9625.647
Democratic People's Republic of Korea,Urban,2023,16533.344
Democratic Republic of the Congo,Total,2019,92947.442
Democratic Republic of the Congo,Male,2019,46104.7
Democratic Republic of the Congo,Female,2019,46842.742
Democratic Republic of the Congo,Rural,2019,47659.965
Democratic Republic of the Congo,Urban,2019,39067.608
Democratic Republic of the Congo,Total,2020,95989.998
Democratic Republic of the Congo,Male,2020,47616.599
Democratic Republic of the Congo,Female,2020,48373.399
Democratic Republic of the Congo,Rural,2020,48656.754
Democratic Republic of the Congo,Urban,2020,40848.447
Democratic Republic of the Congo,Total,2021,99148.932
Democratic Republic of the Congo,Male,2021,49185.125
Democratic Republic of the Congo,Female,2021,49963.807
Democratic Republic of the Congo,Rural,2021,49644.313
Democratic Republic of the Congo,Urban,2021,42691.732
Democratic Republic of the Congo,Total,2022,102396.968
Democratic Republic of the Congo,Male,2022,50798.301
Democratic Republic of the Congo,Female,2022,51598.667
Democratic Republic of the Congo,Rural,2022,50621.756
Democratic Republic of the Congo,Urban,2022,44598.623
Democratic Republic of the Congo,Total,2023,105789.731
Democratic Republic of the Congo,Male,2023,52483.883
Democratic Republic of the Congo,Female,2023,53305.849
Democratic Republic of the Congo,Rural,2023,51589.277
Democratic Republic of the Congo,Urban,2023,46571.127
Denmark,Total,2019,5814.618
Denmark,Male,2019,2892.966
Denmark,Female,2019,2921.652
Denmark,Rural,2019,693.384
Denmark,Urban,2019,5081.84
Denmark,Total,2020,5831.53
Denmark,Male,2020,2900.837
Denmark,Female,2020,2930.693
Denmark,Rural,2020,688.897
Denmark,Urban,2020,5107.903
Denmark,Total,2021,5856.776
Denmark,Male,2021,2913.831
Denmark,Female,2021,2942.945
Denmark,Rural,2021,684.329
Denmark,Urban,2021,5134.933
Denmark,Total,2022,5902.904
Denmark,Male,2022,2935.843
Denmark,Female,2022,2967.061
Denmark,Rural,2022,679.66
Denmark,Urban,2022,5162.762
Denmark,Total,2023,5948.136
Denmark,Male,2023,2956.546
Denmark,Female,2023,2991.59
Denmark,Rural,2023,674.86
Denmark,Urban,2023,5191.155
Djibouti,Total,2019,1088.709
Djibouti,Male,2019,540.277
Djibouti,Female,2019,548.433
Djibouti,Rural,2019,217.689
Djibouti,Urban,2019,768.001
Djibouti,Total,2020,1105.188
Djibouti,Male,2020,548.317
Djibouti,Female,2020,556.871
Djibouti,Rural,2020,219.361
Djibouti,Urban,2020,780.538
Djibouti,Total,2021,1121.248
Djibouti,Male,2021,556.13
Djibouti,Female,2021,565.119
Djibouti,Rural,2021,220.887
Djibouti,Urban,2021,793.138
Djibouti,Total,2022,1137.096
Djibouti,Male,2022,563.858
Djibouti,Female,2022,573.238
Djibouti,Rural,2022,222.257
Djibouti,Urban,2022,805.774
Djibouti,Total,2023,1152.944
Djibouti,Male,2023,571.602
Djibouti,Female,2023,581.341
Djibouti,Rural,2023,223.462
Djibouti,Urban,2023,818.418
Dominica,Total,2019,67.88
Dominica,Male,2019,34.052
Dominica,Female,2019,33.828
Dominica,Rural,2019,21.816
Dominica,Urban,2019,52.863
Dominica,Total,2020,67.573
Dominica,Male,2020,33.9
Dominica,Female,2020,33.673
Dominica,Rural,2020,21.697
Dominica,Urban,2020,53.355
Dominica,Total,2021,67.202
Dominica,Male,2021,33.711
Dominica,Female,2021,33.492
Dominica,Rural,2021,21.568
Dominica,Urban,2021,53.833
Dominica,Total,2022,66.826
Dominica,Male,2022,33.498
Dominica,Female,2022,33.328
Dominica,Rural,2022,21.436
Dominica,Urban,2022,54.312
Dominica,Total,2023,66.51
Dominica,Male,2023,33.298
Dominica,Female,2023,33.212
Dominica,Rural,2023,21.295
Dominica,Urban,2023,54.775
Dominican Republic,Total,2019,10894.043
Dominican Republic,Male,2019,5426.421
Dominican Republic,Female,2019,5467.623
Dominican Republic,Rural,2019,1998.33
Dominican Republic,Urban,2019,8998.444
Dominican Republic,Total,2020,11008.3
Dominican Republic,Male,2020,5480.943
Dominican Republic,Female,2020,5527.357
Dominican Republic,Rural,2020,1939.482
Dominican Republic,Urban,2020,9168.876
Dominican Republic,Total,2021,11123.476
Dominican Republic,Male,2021,5535.229
Dominican Republic,Female,2021,5588.247
Dominican Republic,Rural,2021,1883.112
Dominican Republic,Urban,2021,9334.544
Dominican Republic,Total,2022,11230.734
Dominican Republic,Male,2022,5586.214
Dominican Republic,Female,2022,5644.52
Dominican Republic,Rural,2022,1829.181
Dominican Republic,Urban,2022,9495.433
Dominican Republic,Total,2023,11331.265
Dominican Republic,Male,2023,5634.533
Dominican Republic,Female,2023,5696.733
Dominican Republic,Rural,2023,1777.658
Dominican Republic,Urban,2023,9651.617
Ecuador,Total,2019,17340.021
Ecuador,Male,2019,8661.859
Ecuador,Female,2019,8678.163
Ecuador,Rural,2019,6158.51
Ecuador,Urban,2019,10941.934
Ecuador,Total,2020,17546.065
Ecuador,Male,2020,8760.001
Ecuador,Female,2020,8786.064
Ecuador,Rural,2020,6212.001
Ecuador,Urban,2020,11123.641
Ecuador,Total,2021,17682.454
Ecuador,Male,2021,8821.568
Ecuador,Female,2021,8860.886
Ecuador,Rural,2021,6261.381
Ecuador,Urban,2021,11307.417
Ecuador,Total,2022,17823.897
Ecuador,Male,2022,8888.825
Ecuador,Female,2022,8935.073
Ecuador,Rural,2022,6306.539
Ecuador,Urban,2022,11493.241
Ecuador,Total,2023,17980.083
Ecuador,Male,2023,8964.951
Ecuador,Female,2023,9015.132
Ecuador,Rural,2023,6347.364
Ecuador,Urban,2023,11681.07
Egypt,Total,2019,107553.158
Egypt,Male,2019,54305.284
Egypt,Female,2019,53247.874
Egypt,Rural,2019,57939.247
Egypt,Urban,2019,43229.498
Egypt,Total,2020,109315.124
Egypt,Male,2020,55193.553
Egypt,Female,2020,54121.57
Egypt,Rural,2020,58900.432
Egypt,Urban,2020,44041.052
Egypt,Total,2021,110957.008
Egypt,Male,2021,56026.137
Egypt,Female,2021,54930.87
Egypt,Rural,2021,59819.36
Egypt,Urban,2021,44872.827
Egypt,Total,2022,112618.25
Egypt,Male,2022,56867.199
Egypt,Female,2022,55751.05
Egypt,Rural,2022,60691.93
Egypt,Urban,2022,45724.131
Egypt,Total,2023,114535.772
Egypt,Male,2023,57830.586
Egypt,Female,2023,56705.185
Egypt,Rural,2023,61519.029
Egypt,Urban,2023,46597.953
El Salvador,Total,2019,6222.318
El Salvador,Male,2019,2958.028
El Salvador,Female,2019,3264.289
El Salvador,Rural,2019,1756.617
El Salvador,Urban,2019,4688.788
El Salvador,Total,2020,6234.673
El Salvador,Male,2020,2962.869
El Salvador,Female,2020,3271.804
El Salvador,Rural,2020,1720.558
El Salvador,Urban,2020,4758.508
El Salvador,Total,2021,6255.782
El Salvador,Male,2021,2972.125
El Salvador,Female,2021,3283.657
El Salvador,Rural,2021,1685.522
El Salvador,Urban,2021,4826.802
El Salvador,Total,2022,6280.319
El Salvador,Male,2022,2983.4
El Salvador,Female,2022,3296.919
El Salvador,Rural,2022,1651.512
El Salvador,Urban,2022,4893.661
El Salvador,Total,2023,6309.624
El Salvador,Male,2023,2997.185
El Salvador,Female,2023,3312.439
El Salvador,Rural,2023,1618.517
El Salvador,Urban,2023,4959.044
Equatorial Guinea,Total,2019,1670.177
Equatorial Guinea,Male,2019,884.853
Equatorial Guinea,Female,2019,785.324
Equatorial Guinea,Rural,2019,372.296
Equatorial Guinea,Urban,2019,987.808
Equatorial Guinea,Total,2020,1716.468
Equatorial Guinea,Male,2020,908.72
Equatorial Guinea,Female,2020,807.749
Equatorial Guinea,Rural,2020,378.29
Equatorial Guinea,Urban,2020,1027.99
Equatorial Guinea,Total,2021,1758.786
Equatorial Guinea,Male,2021,929.916
Equatorial Guinea,Female,2021,828.87
Equatorial Guinea,Rural,2021,383.99
Equatorial Guinea,Urban,2021,1068.36
Equatorial Guinea,Total,2022,1803.545
Equatorial Guinea,Male,2022,952.683
Equatorial Guinea,Female,2022,850.861
Equatorial Guinea,Rural,2022,389.404
Equatorial Guinea,Urban,2022,1108.883
Equatorial Guinea,Total,2023,1847.549
Equatorial Guinea,Male,2023,974.877
Equatorial Guinea,Female,2023,872.672
Equatorial Guinea,Rural,2023,394.576
Equatorial Guinea,Urban,2023,1149.627
Eritrea,Total,2019,3240.194
Eritrea,Male,2019,1596.682
Eritrea,Female,2019,1643.512
Eritrea,Rural,2019,3148.013
Eritrea,Urban,2019,2161.646
Eritrea,Total,2020,3291.271
Eritrea,Male,2020,1622.323
Eritrea,Female,2020,1668.947
Eritrea,Rural,2020,3186.178
Eritrea,Urban,2020,2246.038
Eritrea,Total,2021,3350.183
Eritrea,Male,2021,1651.92
Eritrea,Female,2021,1698.263
Eritrea,Rural,2021,3222.842
Eritrea,Urban,2021,2332.299
Eritrea,Total,2022,3409.447
Eritrea,Male,2022,1681.805
Eritrea,Female,2022,1727.642
Eritrea,Rural,2022,3258.219
Eritrea,Urban,2022,2420.579
Eritrea,Total,2023,3470.39
Eritrea,Male,2023,1712.524
Eritrea,Female,2023,1757.865
Eritrea,Rural,2023,3292.413
Eritrea,Urban,2023,2510.963
Estonia,Total,2019,1326.822
Estonia,Male,2019,627.486
Estonia,Female,2019,699.336
Estonia,Rural,2019,403.516
Estonia,Urban,2019,900.282
Estonia,Total,2020,1329.669
Estonia,Male,2020,630.001
Estonia,Female,2020,699.668
Estonia,Rural,2020,400.194
Estonia,Urban,2020,900.365
Estonia,Total,2021,1331.749
Estonia,Male,2021,631.558
Estonia,Female,2021,700.192
Estonia,Rural,2021,396.696
Estonia,Urban,2021,900.342
Estonia,Total,2022,1350.091
Estonia,Male,2022,640.73
Estonia,Female,2022,709.362
Estonia,Rural,2022,393.027
Estonia,Urban,2022,900.206
Estonia,Total,2023,1367.196
Estonia,Male,2023,649.384
Estonia,Female,2023,717.812
Estonia,Rural,2023,389.188
Estonia,Urban,2023,899.951
Eswatini,Total,2019,1179.874
Eswatini,Male,2019,578.194
Eswatini,Female,2019,601.679
Eswatini,Rural,2019,1075.98
Eswatini,Urban,2019,339.434
Eswatini,Total,2020,1192.729
Eswatini,Male,2020,585.072
Eswatini,Female,2020,607.658
Eswatini,Rural,2020,1091.4
Eswatini,Urban,2020,347.895
Eswatini,Total,2021,1206.593
Eswatini,Male,2021,592.169
Eswatini,Female,2021,614.424
Eswatini,Rural,2021,1106.443
Eswatini,Urban,2021,356.511
Eswatini,Total,2022,1218.917
Eswatini,Male,2022,598.334
Eswatini,Female,2022,620.582
Eswatini,Rural,2022,1121.095
Eswatini,Urban,2022,365.285
Eswatini,Total,2023,1230.506
Eswatini,Male,2023,604.016
Eswatini,Female,2023,626.49
Eswatini,Rural,2023,1135.344
Eswatini,Urban,2023,374.223
Ethiopia,Total,2019,115737.383
Ethiopia,Male,2019,58042.248
Ethiopia,Female,2019,57695.135
Ethiopia,Rural,2019,86759.295
Ethiopia,Urban,2019,23376.34
Ethiopia,Total,2020,118917.671
Ethiopia,Male,2020,59626.569
Ethiopia,Female,2020,59291.103
Ethiopia,Rural,2020,88295.647
Ethiopia,Urban,2020,24463.423
Ethiopia,Total,2021,122138.588
Ethiopia,Male,2021,61227.789
Ethiopia,Female,2021,60910.8
Ethiopia,Rural,2021,89813.744
Ethiopia,Urban,2021,25589.582
Ethiopia,Total,2022,125384.287
Ethiopia,Male,2022,62841.232
Ethiopia,Female,2022,62543.054
Ethiopia,Rural,2022,91310.183
Ethiopia,Urban,2022,26755.042
Ethiopia,Total,2023,128691.692
Ethiopia,Male,2023,64486.162
Ethiopia,Female,2023,64205.53
Ethiopia,Rural,2023,92781.43
Ethiopia,Urban,2023,27959.894
Falkland Islands (Malvinas),Total,2019,3.517
Falkland Islands (Malvinas),Male,2019,1.743
Falkland Islands (Malvinas),Female,2019,1.774
Falkland Islands (Malvinas),Rural,2019,0.64
Falkland Islands (Malvinas),Urban,2019,2.281
Falkland Islands (Malvinas),Total,2020,3.506
Falkland Islands (Malvinas),Male,2020,1.732
Falkland Islands (Malvinas),Female,2020,1.774
Falkland Islands (Malvinas),Rural,2020,0.629
Falkland Islands (Malvinas),Urban,2020,2.296
Falkland Islands (Malvinas),Total,2021,3.498
Falkland Islands (Malvinas),Male,2021,1.726
Falkland Islands (Malvinas),Female,2021,1.772
Falkland Islands (Malvinas),Rural,2021,0.617
Falkland Islands (Malvinas),Urban,2021,2.309
Falkland Islands (Malvinas),Total,2022,3.49
Falkland Islands (Malvinas),Male,2022,1.723
Falkland Islands (Malvinas),Female,2022,1.767
Falkland Islands (Malvinas),Rural,2022,0.606
Falkland Islands (Malvinas),Urban,2022,2.322
Falkland Islands (Malvinas),Total,2023,3.477
Falkland Islands (Malvinas),Male,2023,1.718
Falkland Islands (Malvinas),Female,2023,1.759
Falkland Islands (Malvinas),Rural,2023,0.595
Falkland Islands (Malvinas),Urban,2023,2.334
Faroe Islands,Total,2019,51.842
Faroe Islands,Male,2019,26.797
Faroe Islands,Female,2019,25.044
Faroe Islands,Rural,2019,28.709
Faroe Islands,Urban,2019,20.983
Faroe Islands,Total,2020,52.587
Faroe Islands,Male,2020,27.2
Faroe Islands,Female,2020,25.387
Faroe Islands,Rural,2020,28.741
Faroe Islands,Urban,2020,21.155
Faroe Islands,Total,2021,53.3
Faroe Islands,Male,2021,27.588
Faroe Islands,Female,2021,25.712
Faroe Islands,Rural,2021,28.768
Faroe Islands,Urban,2021,21.335
Faroe Islands,Total,2022,54.011
Faroe Islands,Male,2022,27.959
Faroe Islands,Female,2022,26.052
Faroe Islands,Rural,2022,28.785
Faroe Islands,Urban,2022,21.519
Faroe Islands,Total,2023,54.714
Faroe Islands,Male,2023,28.297
Faroe Islands,Female,2023,26.416
Faroe Islands,Rural,2023,28.796
Faroe Islands,Urban,2023,21.711
Fiji,Total,2019,914.899
Fiji,Male,2019,455.233
Fiji,Female,2019,459.666
Fiji,Rural,2019,397.364
Fiji,Urban,2019,521.393
Fiji,Total,2020,914.963
Fiji,Male,2020,454.673
Fiji,Female,2020,460.289
Fiji,Rural,2020,395.426
Fiji,Urban,2020,529.489
Fiji,Total,2021,916.711
Fiji,Male,2021,455.108
Fiji,Female,2021,461.603
Fiji,Rural,2021,393.292
Fiji,Urban,2021,537.363
Fiji,Total,2022,919.422
Fiji,Male,2022,456.267
Fiji,Female,2022,463.155
Fiji,Rural,2022,390.987
Fiji,Urban,2022,545.034
Fiji,Total,2023,924.145
Fiji,Male,2023,458.652
Fiji,Female,2023,465.493
Fiji,Rural,2023,388.538
Fiji,Urban,2023,552.523
Finland,Total,2019,5521.759
Finland,Male,2019,2725.858
Finland,Female,2019,2795.901
Finland,Rural,2019,809.403
Finland,Urban,2019,4751.986
Finland,Total,2020,5529.612
Finland,Male,2020,2731.082
Finland,Female,2020,2798.53
Finland,Rural,2020,808.148
Finland,Urban,2020,4771.979
Finland,Total,2021,5541.075
Finland,Male,2021,2738.515
Finland,Female,2021,2802.561
Finland,Rural,2021,806.458
Finland,Urban,2021,4792.312
Finland,Total,2022,5569.299
Finland,Male,2022,2753.008
Finland,Female,2022,2816.291
Finland,Rural,2022,804.314
Finland,Urban,2022,4812.849
Finland,Total,2023,5601.185
Finland,Male,2023,2768.017
Finland,Female,2023,2833.169
Finland,Rural,2023,801.699
Finland,Urban,2023,4833.463
France,Total,2019,65729.459
France,Male,2019,31832.377
France,Female,2019,33897.082
France,Rural,2019,12631.632
France,Urban,2019,52849.078
France,Total,2020,65905.277
France,Male,2020,31923.744
France,Female,2020,33981.533
France,Rural,2020,12503.199
France,Urban,2020,53217.966
France,Total,2021,66083.548
France,Male,2021,32016.483
France,Female,2021,34067.065
France,Rural,2021,12371.78
France,Urban,2021,53582.961
France,Total,2022,66277.409
France,Male,2022,32116.982
France,Female,2022,34160.427
France,Rural,2022,12237.703
France,Urban,2022,53944.675
France,Total,2023,66438.822
France,Male,2023,32202.286
France,Female,2023,34236.535
France,Rural,2023,12101.328
France,Urban,2023,54303.895
French Guyana,Total,2019,285.568
French Guyana,Male,2019,138.555
French Guyana,Female,2019,147.013
French Guyana,Rural,2019,42.839
French Guyana,Urban,2019,254.008
French Guyana,Total,2020,289.055
French Guyana,Male,2020,139.68
French Guyana,Female,2020,149.375
French Guyana,Rural,2020,43.105
French Guyana,Urban,2020,260.877
French Guyana,Total,2021,293.015
French Guyana,Male,2021,141.571
French Guyana,Female,2021,151.445
French Guyana,Rural,2021,43.371
French Guyana,Urban,2021,267.83
French Guyana,Total,2022,298.306
French Guyana,Male,2022,143.732
French Guyana,Female,2022,154.575
French Guyana,Rural,2022,43.633
French Guyana,Urban,2022,274.839
French Guyana,Total,2023,303.402
French Guyana,Male,2023,145.958
French Guyana,Female,2023,157.444
French Guyana,Rural,2023,43.894
French Guyana,Urban,2023,281.92
French Polynesia,Total,2019,279.034
French Polynesia,Male,2019,141.345
French Polynesia,Female,2019,137.688
French Polynesia,Rural,2019,109.928
French Polynesia,Urban,2019,178.578
French Polynesia,Total,2020,279.209
French Polynesia,Male,2020,141.529
French Polynesia,Female,2020,137.68
French Polynesia,Rural,2020,110.556
French Polynesia,Urban,2020,180.188
French Polynesia,Total,2021,279.792
French Polynesia,Male,2021,141.708
French Polynesia,Female,2021,138.084
French Polynesia,Rural,2021,110.953
French Polynesia,Urban,2021,181.535
French Polynesia,Total,2022,280.378
French Polynesia,Male,2022,141.936
French Polynesia,Female,2022,138.442
French Polynesia,Rural,2022,111.157
French Polynesia,Urban,2022,182.677
French Polynesia,Total,2023,281.118
French Polynesia,Male,2023,142.256
French Polynesia,Female,2023,138.862
French Polynesia,Rural,2023,111.231
French Polynesia,Urban,2023,183.719
Gabon,Total,2019,2267.706
Gabon,Male,2019,1155.6
Gabon,Female,2019,1112.105
Gabon,Rural,2019,216.365
Gabon,Urban,2019,1892.734
Gabon,Total,2020,2322.539
Gabon,Male,2020,1182.718
Gabon,Female,2020,1139.821
Gabon,Rural,2020,213.15
Gabon,Urban,2020,1938.139
Gabon,Total,2021,2376.722
Gabon,Male,2021,1209.288
Gabon,Female,2021,1167.434
Gabon,Rural,2021,210.171
Gabon,Urban,2021,1984.317
Gabon,Total,2022,2430.747
Gabon,Male,2022,1235.742
Gabon,Female,2022,1195.005
Gabon,Rural,2022,207.381
Gabon,Urban,2022,2030.901
Gabon,Total,2023,2484.789
Gabon,Male,2023,1262.241
Gabon,Female,2023,1222.547
Gabon,Rural,2023,204.764
Gabon,Urban,2023,2077.77
Gambia,Total,2019,2456.844
Gambia,Male,2019,1222.459
Gambia,Female,2019,1234.384
Gambia,Rural,2019,848.212
Gambia,Urban,2019,1379.863
Gambia,Total,2020,2515.733
Gambia,Male,2020,1251.981
Gambia,Female,2020,1263.753
Gambia,Rural,2020,858.185
Gambia,Urban,2020,1435.308
Gambia,Total,2021,2576.01
Gambia,Male,2021,1282.181
Gambia,Female,2021,1293.829
Gambia,Rural,2021,867.935
Gambia,Urban,2021,1492.019
Gambia,Total,2022,2636.47
Gambia,Male,2022,1312.497
Gambia,Female,2022,1323.973
Gambia,Rural,2022,877.453
Gambia,Urban,2022,1549.97
Gambia,Total,2023,2697.845
Gambia,Male,2023,1343.26
Gambia,Female,2023,1354.585
Gambia,Rural,2023,886.748
Gambia,Urban,2023,1609.155
Georgia,Total,2019,3796.722
Georgia,Male,2019,1768.266
Georgia,Female,2019,2028.457
Georgia,Rural,2019,1599.187
Georgia,Urban,2019,2305.017
Georgia,Total,2020,3795.678
Georgia,Male,2020,1767.457
Georgia,Female,2020,2028.222
Georgia,Rural,2020,1580.751
Georgia,Urban,2020,2317.778
Georgia,Total,2021,3788.451
Georgia,Male,2021,1764.339
Georgia,Female,2021,2024.112
Georgia,Rural,2021,1560.475
Georgia,Urban,2021,2328.245
Georgia,Total,2022,3794.784
Georgia,Male,2022,1768.05
Georgia,Female,2022,2026.734
Georgia,Rural,2022,1538.869
Georgia,Urban,2022,2337.041
Georgia,Total,2023,3807.492
Georgia,Male,2023,1774.407
Georgia,Female,2023,2033.085
Georgia,Rural,2023,1516.251
Georgia,Urban,2023,2344.532
Germany,Total,2019,83559.186
Germany,Male,2019,41261.516
Germany,Female,2019,42297.67
Germany,Rural,2019,18651.132
Germany,Urban,2019,63787.507
Germany,Total,2020,83628.708
Germany,Male,2020,41291.235
Germany,Female,2020,42337.474
Germany,Rural,2020,18610.145
Germany,Urban,2020,63930.305
Germany,Total,2021,83697.083
Germany,Male,2021,41319.353
Germany,Female,2021,42377.729
Germany,Rural,2021,18546.497
Germany,Urban,2021,64044.372
Germany,Total,2022,84086.227
Germany,Male,2022,41511.584
Germany,Female,2022,42574.644
Germany,Rural,2022,18460.833
Germany,Urban,2022,64130.933
Germany,Total,2023,84548.231
Germany,Male,2023,41745.842
Germany,Female,2023,42802.389
Germany,Rural,2023,18356.449
Germany,Urban,2023,64200.283
Ghana,Total,2019,31258.945
Ghana,Male,2019,15621.43
Ghana,Female,2019,15637.515
Ghana,Rural,2019,13029.799
Ghana,Urban,2019,17067.171
Ghana,Total,2020,31887.809
Ghana,Male,2020,15934.246
Ghana,Female,2020,15953.564
Ghana,Rural,2020,13108.188
Ghana,Urban,2020,17625.567
Ghana,Total,2021,32518.665
Ghana,Male,2021,16247.587
Ghana,Female,2021,16271.077
Ghana,Rural,2021,13181.751
Ghana,Urban,2021,18192.301
Ghana,Total,2022,33149.152
Ghana,Male,2022,16560.812
Ghana,Female,2022,16588.34
Ghana,Rural,2022,13250.62
Ghana,Urban,2022,18767.205
Ghana,Total,2023,33787.914
Ghana,Male,2023,16877.545
Ghana,Female,2023,16910.369
Ghana,Rural,2023,13314.948
Ghana,Urban,2023,19350.121
Gibraltar,Total,2019,35.494
Gibraltar,Male,2019,17.69
Gibraltar,Female,2019,17.804
Gibraltar,Rural,2019,0
Gibraltar,Urban,2019,34.879
Gibraltar,Total,2020,36.173
Gibraltar,Male,2020,18.015
Gibraltar,Female,2020,18.158
Gibraltar,Rural,2020,0
Gibraltar,Urban,2020,35
Gibraltar,Total,2021,36.858
Gibraltar,Male,2021,18.345
Gibraltar,Female,2021,18.514
Gibraltar,Rural,2021,0
Gibraltar,Urban,2021,35.124
Gibraltar,Total,2022,37.609
Gibraltar,Male,2022,18.714
Gibraltar,Female,2022,18.895
Gibraltar,Rural,2022,0
Gibraltar,Urban,2022,35.233
Gibraltar,Total,2023,38.471
Gibraltar,Male,2023,19.145
Gibraltar,Female,2023,19.326
Gibraltar,Rural,2023,0
Gibraltar,Urban,2023,35.327
Greece,Total,2019,10718.576
Greece,Male,2019,5189.163
Greece,Female,2019,5529.413
Greece,Rural,2019,2292.972
Greece,Urban,2019,8831.631
Greece,Total,2020,10699.369
Greece,Male,2020,5185.175
Greece,Female,2020,5514.194
Greece,Rural,2020,2252.163
Greece,Urban,2020,8850.409
Greece,Total,2021,10579.561
Greece,Male,2021,5125.529
Greece,Female,2021,5454.032
Greece,Rural,2021,2210.862
Greece,Urban,2021,8864.457
Greece,Total,2022,10412.48
Greece,Male,2022,5042.923
Greece,Female,2022,5369.557
Greece,Rural,2022,2169.478
Greece,Urban,2022,8875.185
Greece,Total,2023,10242.908
Greece,Male,2023,4961.195
Greece,Female,2023,5281.713
Greece,Rural,2023,2128.24
Greece,Urban,2023,8883.362
Greenland,Total,2019,56.084
Greenland,Male,2019,29.601
Greenland,Female,2019,26.483
Greenland,Rural,2019,7.338
Greenland,Urban,2019,49.335
Greenland,Total,2020,56.08
Greenland,Male,2020,29.584
Greenland,Female,2020,26.495
Greenland,Rural,2020,7.22
Greenland,Urban,2020,49.552
Greenland,Total,2021,56.041
Greenland,Male,2021,29.55
Greenland,Female,2021,26.491
Greenland,Rural,2021,7.106
Greenland,Urban,2021,49.777
Greenland,Total,2022,55.99
Greenland,Male,2022,29.506
Greenland,Female,2022,26.485
Greenland,Rural,2022,6.995
Greenland,Urban,2022,49.999
Greenland,Total,2023,55.922
Greenland,Male,2023,29.44
Greenland,Female,2023,26.483
Greenland,Rural,2023,6.885
Greenland,Urban,2023,50.205
Grenada,Total,2019,115.981
Grenada,Male,2019,58.429
Grenada,Female,2019,57.553
Grenada,Rural,2019,69.217
Grenada,Urban,2019,39.608
Grenada,Total,2020,116.341
Grenada,Male,2020,58.55
Grenada,Female,2020,57.791
Grenada,Rural,2020,69.37
Grenada,Urban,2020,39.938
Grenada,Total,2021,116.688
Grenada,Male,2021,58.68
Grenada,Female,2021,58.008
Grenada,Rural,2021,69.485
Grenada,Urban,2021,40.276
Grenada,Total,2022,116.913
Grenada,Male,2022,58.735
Grenada,Female,2022,58.178
Grenada,Rural,2022,69.552
Grenada,Urban,2022,40.618
Grenada,Total,2023,117.081
Grenada,Male,2023,58.747
Grenada,Female,2023,58.334
Grenada,Rural,2023,69.585
Grenada,Urban,2023,40.971
Guadeloupe,Total,2019,410.257
Guadeloupe,Male,2019,187.448
Guadeloupe,Female,2019,222.809
Guadeloupe,Rural,2019,6.796
Guadeloupe,Urban,2019,442.002
Guadeloupe,Total,2020,407.394
Guadeloupe,Male,2020,185.794
Guadeloupe,Female,2020,221.6
Guadeloupe,Rural,2020,6.733
Guadeloupe,Urban,2020,441.694
Guadeloupe,Total,2021,399.151
Guadeloupe,Male,2021,181.645
Guadeloupe,Female,2021,217.506
Guadeloupe,Rural,2021,6.667
Guadeloupe,Urban,2021,441.412
Guadeloupe,Total,2022,384.697
Guadeloupe,Male,2022,174.624
Guadeloupe,Female,2022,210.074
Guadeloupe,Rural,2022,6.598
Guadeloupe,Urban,2022,441.171
Guadeloupe,Total,2023,376.517
Guadeloupe,Male,2023,170.47
Guadeloupe,Female,2023,206.047
Guadeloupe,Rural,2023,6.527
Guadeloupe,Urban,2023,441
Guam,Total,2019,161.808
Guam,Male,2019,82.361
Guam,Female,2019,79.447
Guam,Rural,2019,8.598
Guam,Urban,2019,158.647
Guam,Total,2020,162.158
Guam,Male,2020,82.45
Guam,Female,2020,79.708
Guam,Rural,2020,8.542
Guam,Urban,2020,160.185
Guam,Total,2021,163.73
Guam,Male,2021,83.157
Guam,Female,2021,80.573
Guam,Rural,2021,8.481
Guam,Urban,2021,161.645
Guam,Total,2022,165.18
Guam,Male,2022,83.817
Guam,Female,2022,81.362
Guam,Rural,2022,8.417
Guam,Urban,2022,163.047
Guam,Total,2023,166.506
Guam,Male,2023,84.417
